business_id,business_type,locality,business_age_years,monthly_avg_revenue,monthly_expense_ratio,cash_flow_consistency_score,inventory_turnover_monthly,seasonal_dip_percent,utility_bill_delays_per_year,mobile_recharge_freq_monthly,num_employees,has_gst,loan_amount_requested,previous_loan_taken,previous_loan_defaulted,monthly_net_income,loan_to_income_ratio,defaulted
BIZ0492,Dairy Shop,Semi-Urban,0.5,118863,0.45,85.1,9.5,20.2,9,1,10,1,411492,1,1,65374,0.52,0
BIZ0493,Bakery,Semi-Urban,2.5,214121,0.56,73.4,6.7,37.2,7,6,4,0,296449,0,0,94213,0.26,0
BIZ0494,Dairy Shop,Semi-Urban,11.5,71096,0.85,35.8,8.7,17.2,0,6,9,1,492565,1,0,10664,3.85,0
BIZ0495,Electrical Shop,Urban,1.6,153982,0.8,87.7,10.8,55.0,3,2,7,0,353580,0,0,30796,0.96,0
BIZ0496,Kirana Store,Urban,4.3,65248,0.42,77.4,11.1,46.9,5,3,14,0,290891,1,1,37843,0.64,0
BIZ0497,Dairy Shop,Urban,4.2,220728,0.65,43.9,4.1,14.6,5,6,11,1,201096,0,0,77254,0.22,0
BIZ0498,Dairy Shop,Urban,1.2,94888,0.69,35.6,3.1,56.9,6,3,6,0,206695,1,0,29415,0.59,1
BIZ0499,Mobile Repair,Semi-Urban,4.2,221354,0.49,88.6,3.9,21.4,10,5,1,0,310389,1,0,112890,0.23,0
BIZ0500,Vegetable Vendor,Urban,1.0,255346,0.47,35.5,9.3,39.1,11,2,2,0,421319,0,0,135333,0.26,1
BIZ0501,Mobile Repair,Urban,0.5,109533,0.81,36.4,5.1,44.6,4,1,12,1,483825,1,0,20811,1.94,1
BIZ0502,Kirana Store,Urban,4.8,56954,0.84,59.9,2.9,1.4,4,2,6,0,139938,1,0,9112,1.28,0
BIZ0503,Kirana Store,Urban,0.5,154876,0.85,39.4,2.1,57.5,3,5,11,0,224105,1,0,23231,0.8,1
BIZ0504,Tailor,Urban,20.0,238777,0.76,94.0,4.6,20.7,5,7,1,1,447793,1,0,57306,0.65,0
BIZ0505,Mobile Repair,Urban,0.8,277739,0.7,62.9,2.5,11.4,6,6,11,0,477962,1,0,83321,0.48,0
BIZ0506,Medical Store,Urban,3.6,55643,0.56,69.8,2.7,51.0,9,3,5,0,164559,1,0,24482,0.56,1
BIZ0507,Vegetable Vendor,Urban,2.1,269793,0.48,95.0,8.5,42.2,9,7,1,0,467665,1,0,140292,0.28,0
BIZ0508,Kirana Store,Urban,0.5,283116,0.44,67.1,1.2,5.2,0,5,13,1,382703,0,0,158544,0.2,0
BIZ0509,Tailor,Semi-Urban,0.5,293026,0.71,54.8,2.3,7.0,8,6,3,0,246485,0,0,84977,0.24,0
BIZ0510,Mobile Repair,Urban,3.9,212466,0.75,85.8,10.3,42.9,7,4,12,1,70567,0,0,53116,0.11,0
BIZ0511,Vegetable Vendor,Urban,6.6,169841,0.77,61.0,10.3,4.5,6,3,12,0,220921,1,0,39063,0.47,0
BIZ0512,Mobile Repair,Semi-Urban,7.4,40020,0.81,52.3,4.6,55.0,8,5,12,1,279536,0,0,7603,3.06,1
BIZ0513,Dairy Shop,Urban,2.6,59912,0.8,80.6,2.0,44.5,2,1,7,1,228125,0,0,11982,1.59,0
BIZ0514,Tailor,Rural,6.0,27879,0.85,86.1,8.8,20.1,9,1,5,0,266192,0,0,4181,5.31,0
BIZ0515,Vegetable Vendor,Semi-Urban,4.5,48798,0.51,85.4,5.0,21.8,3,6,12,0,398853,0,0,23911,1.39,0
BIZ0516,Stationery Shop,Urban,5.2,122791,0.74,98.4,1.5,30.4,6,6,10,1,285227,0,0,31925,0.74,0
BIZ0517,Electrical Shop,Semi-Urban,2.7,192145,0.66,85.1,2.7,21.7,5,1,1,0,141322,1,0,65329,0.18,0
BIZ0518,Electrical Shop,Urban,4.0,148922,0.52,83.9,2.5,47.0,1,4,1,1,275765,0,0,71482,0.32,0
BIZ0519,Vegetable Vendor,Semi-Urban,6.5,174472,0.84,90.0,7.5,58.5,1,2,8,0,145717,1,1,27915,0.44,0
BIZ0520,Mobile Repair,Urban,2.0,289097,0.8,30.0,10.9,35.1,9,1,11,1,161687,1,0,57819,0.23,1
BIZ0521,Tailor,Rural,6.6,121410,0.46,55.4,9.7,26.8,6,6,14,0,101004,1,0,65561,0.13,0
BIZ0522,Electrical Shop,Urban,3.6,140155,0.41,81.6,7.0,13.4,8,6,13,1,298023,0,0,82691,0.3,0
BIZ0523,Tailor,Semi-Urban,0.7,169607,0.71,72.0,5.6,39.2,10,4,9,0,384635,1,0,49186,0.65,0
BIZ0524,Electrical Shop,Semi-Urban,0.5,221608,0.67,42.4,7.8,41.1,11,1,7,0,208068,1,0,73130,0.24,1
BIZ0525,Dairy Shop,Urban,1.8,267712,0.82,51.3,5.9,41.1,8,4,13,0,431294,0,0,48188,0.75,1
BIZ0526,Mobile Repair,Urban,3.2,19055,0.51,53.6,3.7,1.6,6,1,3,0,210847,1,0,9336,1.88,0
BIZ0527,Dairy Shop,Semi-Urban,7.3,244016,0.44,69.7,8.5,53.9,10,2,12,0,29590,1,0,136648,0.02,0
BIZ0528,Electrical Shop,Rural,0.5,253657,0.52,88.2,10.6,20.3,7,5,6,0,210172,1,0,121755,0.14,0
BIZ0529,Stationery Shop,Urban,6.4,150996,0.41,95.3,5.1,44.6,9,1,3,1,298054,0,0,89087,0.28,0
BIZ0530,Stationery Shop,Semi-Urban,8.0,63037,0.42,82.5,10.3,45.6,2,5,10,0,188048,1,0,36561,0.43,0
BIZ0531,Dairy Shop,Rural,0.7,107115,0.81,89.0,5.7,39.0,0,1,4,1,308718,1,0,20351,1.26,0
BIZ0532,Stationery Shop,Rural,7.6,85400,0.56,62.9,5.4,23.7,6,2,12,0,196724,0,0,37575,0.44,0
BIZ0533,Electrical Shop,Urban,19.0,114525,0.58,57.3,1.3,36.5,7,7,4,0,58430,1,1,48100,0.1,0
BIZ0534,Vegetable Vendor,Semi-Urban,5.2,238457,0.41,57.5,8.6,2.4,1,6,3,0,491951,0,0,140689,0.29,0
BIZ0535,Dairy Shop,Urban,6.1,239174,0.52,73.1,9.9,45.7,8,5,10,1,342771,1,0,114803,0.25,0
BIZ0536,Tea Stall,Rural,20.0,156774,0.76,38.7,8.3,6.0,3,4,6,1,282635,0,0,37625,0.63,0
BIZ0537,Mobile Repair,Urban,3.7,30385,0.68,70.6,2.7,23.8,9,1,5,0,77239,0,0,9723,0.66,0
BIZ0538,Stationery Shop,Urban,1.5,286480,0.74,76.6,2.1,6.2,10,6,11,1,341057,1,1,74484,0.38,0
BIZ0539,Stationery Shop,Semi-Urban,7.3,51021,0.6,60.7,7.3,50.2,8,1,9,0,386116,1,1,20408,1.58,1
BIZ0540,Kirana Store,Urban,3.8,132369,0.54,96.7,5.4,33.0,2,4,9,0,380420,0,0,60889,0.52,0
BIZ0541,Medical Store,Rural,3.5,235702,0.62,72.6,5.7,41.5,7,2,3,0,427693,0,0,89566,0.4,0
BIZ0542,Dairy Shop,Rural,1.2,64111,0.55,45.4,11.6,41.0,10,3,13,0,77772,1,0,28849,0.22,1
BIZ0543,Bakery,Semi-Urban,5.6,104402,0.78,63.5,9.0,50.5,1,1,9,0,90696,1,1,22968,0.33,1
BIZ0544,Stationery Shop,Urban,0.5,134774,0.53,77.3,5.5,8.0,2,7,13,1,199430,1,0,63343,0.26,0
BIZ0545,Mobile Repair,Semi-Urban,10.3,268724,0.7,52.7,1.2,39.6,0,4,12,0,200277,1,1,80617,0.21,0
BIZ0546,Tea Stall,Urban,1.6,230657,0.46,35.6,1.4,34.5,4,3,3,1,490212,1,0,124554,0.33,0
BIZ0547,Stationery Shop,Urban,0.5,242600,0.71,70.8,8.5,1.9,3,1,4,0,480592,1,0,70354,0.57,0
BIZ0548,Tea Stall,Rural,2.3,195109,0.81,96.4,10.2,12.1,0,5,1,0,238009,0,0,37070,0.54,0
BIZ0549,Electrical Shop,Urban,0.5,140695,0.67,64.0,8.8,16.1,9,6,5,1,387981,1,0,46429,0.7,0
BIZ0550,Electrical Shop,Urban,4.6,149585,0.65,93.4,5.5,4.4,8,6,12,1,441110,0,0,52354,0.7,0
BIZ0551,Medical Store,Rural,9.3,261255,0.83,88.5,1.3,21.3,5,4,9,1,389894,1,1,44413,0.73,0
BIZ0552,Vegetable Vendor,Urban,7.3,159407,0.68,40.3,11.6,1.6,5,5,2,0,215991,0,0,51010,0.35,0
BIZ0553,Bakery,Urban,0.5,190212,0.52,79.6,11.8,33.2,10,2,4,1,400716,0,0,91301,0.37,0
BIZ0554,Kirana Store,Rural,0.5,119126,0.53,60.5,7.0,12.7,1,3,10,1,264885,0,0,55989,0.39,0
BIZ0555,Medical Store,Urban,6.7,226445,0.72,47.5,1.8,17.2,6,4,2,0,290062,0,0,63404,0.38,0
BIZ0556,Tailor,Semi-Urban,10.3,92658,0.73,78.1,7.0,54.6,11,7,14,0,136683,0,0,25017,0.46,0
BIZ0557,Kirana Store,Rural,2.5,180912,0.54,82.0,10.8,30.2,11,1,8,0,312773,1,1,83219,0.31,0
BIZ0558,Dairy Shop,Rural,2.8,121833,0.56,42.6,8.5,16.1,8,6,9,0,41699,0,0,53606,0.06,0
BIZ0559,Mobile Repair,Semi-Urban,1.5,133637,0.85,94.0,8.9,35.9,5,1,3,0,399580,1,0,20045,1.66,0
BIZ0560,Tailor,Urban,9.0,108220,0.45,82.6,1.9,12.1,10,3,13,1,341128,1,0,59521,0.48,0
BIZ0561,Tailor,Urban,4.1,41393,0.58,95.3,2.2,4.5,7,5,9,0,338507,1,0,17385,1.62,0
BIZ0562,Medical Store,Rural,1.4,72480,0.43,52.2,2.4,1.3,11,5,6,1,294213,1,0,41313,0.59,0
BIZ0563,Vegetable Vendor,Rural,1.4,155179,0.77,95.8,10.9,57.1,4,4,6,1,131815,0,0,35691,0.31,0
BIZ0564,Medical Store,Semi-Urban,8.9,283137,0.44,55.8,6.8,43.5,1,4,7,0,472501,0,0,158556,0.25,0
BIZ0565,Dairy Shop,Urban,0.5,108650,0.7,33.8,9.7,48.0,3,5,12,0,129726,1,0,32595,0.33,1
BIZ0566,Stationery Shop,Urban,1.6,249397,0.43,83.4,2.3,58.9,11,4,5,0,357207,1,0,142156,0.21,0
BIZ0567,Stationery Shop,Urban,3.2,67066,0.7,79.2,11.2,55.9,0,5,6,1,306243,1,1,20119,1.27,0
BIZ0568,Vegetable Vendor,Semi-Urban,0.6,31138,0.78,71.9,10.0,44.2,0,3,11,1,476193,1,0,6850,5.79,1
BIZ0569,Dairy Shop,Urban,0.5,133558,0.58,64.3,3.5,41.6,5,4,1,0,40622,0,0,56094,0.06,0
BIZ0570,Vegetable Vendor,Rural,6.8,273480,0.63,32.3,10.6,20.2,1,5,3,1,444497,1,0,101187,0.37,0
BIZ0571,Tea Stall,Semi-Urban,9.0,286334,0.58,73.7,3.9,6.2,5,4,12,0,326577,0,0,120260,0.23,0
BIZ0572,Stationery Shop,Urban,6.9,93422,0.54,59.2,3.3,34.4,0,1,9,1,64875,1,0,42974,0.13,0
BIZ0573,Tailor,Semi-Urban,9.2,201770,0.76,69.2,3.9,34.6,10,6,12,0,237139,0,0,48424,0.41,0
BIZ0574,Bakery,Urban,3.2,97315,0.52,60.1,11.0,57.1,9,1,5,0,416525,1,0,46711,0.74,1
BIZ0575,Mobile Repair,Semi-Urban,6.7,44086,0.73,97.6,11.1,26.6,2,2,5,0,161204,0,0,11903,1.13,0
BIZ0576,Dairy Shop,Semi-Urban,1.9,140604,0.49,72.3,4.6,41.4,8,5,8,0,119932,1,1,71708,0.14,0
BIZ0577,Kirana Store,Rural,4.4,134324,0.51,82.4,8.8,34.5,1,2,11,0,345160,1,0,65818,0.44,0
BIZ0578,Vegetable Vendor,Rural,18.0,231682,0.55,95.5,8.4,10.6,7,5,11,1,199311,0,0,104256,0.16,0
BIZ0579,Mobile Repair,Urban,1.0,18435,0.67,71.4,9.9,35.5,5,6,13,0,85891,0,0,6083,1.18,0
BIZ0580,Kirana Store,Urban,2.0,175014,0.6,30.8,4.3,32.4,11,4,2,1,394110,0,0,70005,0.47,1
BIZ0581,Mobile Repair,Semi-Urban,2.6,205707,0.74,32.4,6.6,29.6,5,5,13,0,380487,1,0,53483,0.59,0
BIZ0582,Bakery,Urban,0.6,203629,0.5,79.2,8.3,30.8,6,1,7,1,64550,0,0,101814,0.05,0
BIZ0583,Kirana Store,Urban,0.5,58890,0.4,49.5,1.3,9.8,4,4,9,1,142295,1,1,35334,0.34,0
BIZ0584,Medical Store,Urban,7.1,298466,0.75,70.6,5.1,27.8,11,6,7,1,274092,0,0,74616,0.31,0
BIZ0585,Electrical Shop,Semi-Urban,15.1,50739,0.77,44.2,8.7,36.3,10,1,12,0,314340,1,0,11669,2.24,1
BIZ0586,Medical Store,Urban,2.1,94553,0.43,48.9,3.8,29.4,3,4,5,0,237601,1,1,53895,0.37,1
BIZ0587,Stationery Shop,Semi-Urban,0.5,23314,0.67,65.3,11.5,29.3,5,5,13,1,340993,1,0,7693,3.69,1
BIZ0588,Electrical Shop,Rural,0.5,108831,0.57,98.3,1.3,4.7,7,5,6,0,247566,1,1,46797,0.44,0
BIZ0589,Medical Store,Urban,8.9,132174,0.76,73.1,11.5,11.4,3,1,4,0,334502,0,0,31721,0.88,0
BIZ0590,Electrical Shop,Urban,2.5,161429,0.79,95.5,3.4,19.3,4,3,14,0,64513,1,0,33900,0.16,0
BIZ0591,Electrical Shop,Urban,1.5,244937,0.78,97.2,1.5,25.2,6,5,12,1,260010,1,0,53886,0.4,0
BIZ0592,Tailor,Rural,2.6,35365,0.75,44.6,4.2,35.6,5,3,7,1,266943,1,1,8841,2.52,1
BIZ0593,Vegetable Vendor,Urban,1.5,278881,0.52,51.8,9.6,51.8,3,4,1,1,195100,0,0,133862,0.12,1
BIZ0594,Vegetable Vendor,Urban,2.7,220704,0.77,83.9,9.3,9.5,3,3,4,0,367625,1,0,50761,0.6,0
BIZ0595,Tailor,Urban,7.9,100474,0.64,90.7,3.3,0.9,9,1,3,0,113915,1,0,36170,0.26,0
BIZ0596,Mobile Repair,Semi-Urban,3.6,270678,0.42,66.3,3.2,27.0,3,2,13,1,411934,1,0,156993,0.22,0
BIZ0597,Tea Stall,Urban,4.7,173571,0.61,99.5,8.1,25.9,0,2,4,0,63877,1,0,67692,0.08,0
BIZ0598,Mobile Repair,Semi-Urban,1.8,256099,0.82,30.8,6.0,33.1,4,1,1,0,178897,0,0,46097,0.32,0
BIZ0599,Kirana Store,Rural,5.4,256474,0.8,51.0,9.7,50.0,7,7,12,0,91451,0,0,51294,0.15,1
BIZ0600,Kirana Store,Urban,4.4,143692,0.45,73.6,1.3,48.1,6,2,13,0,48848,0,0,79030,0.05,0
BIZ0601,Electrical Shop,Rural,0.5,253502,0.73,62.9,7.7,6.0,4,1,2,0,431885,0,0,68445,0.53,0
BIZ0602,Medical Store,Urban,3.4,192229,0.76,38.2,9.0,56.0,2,5,12,0,297019,0,0,46134,0.54,1
BIZ0603,Medical Store,Rural,1.2,187106,0.52,55.7,11.9,6.6,10,3,11,0,367533,0,0,89810,0.34,0
BIZ0604,Vegetable Vendor,Semi-Urban,6.5,15294,0.61,31.8,8.5,38.1,0,2,13,0,355105,1,0,5964,4.96,1
BIZ0605,Dairy Shop,Rural,2.2,113185,0.72,75.0,3.6,40.3,6,5,9,1,122976,1,0,31691,0.32,0
BIZ0606,Mobile Repair,Urban,20.0,288578,0.6,92.5,2.2,40.8,10,2,7,0,451409,1,0,115431,0.33,0
BIZ0607,Stationery Shop,Urban,0.5,73382,0.45,91.9,8.1,15.9,2,4,13,0,125091,0,0,40360,0.26,0
BIZ0608,Bakery,Urban,6.1,19655,0.72,79.0,6.8,19.8,3,1,6,1,259024,1,1,5503,3.92,0
BIZ0609,Medical Store,Urban,4.5,98029,0.81,62.6,10.9,32.9,4,1,2,1,41552,0,0,18625,0.19,0
BIZ0610,Bakery,Urban,5.8,18771,0.69,65.8,9.0,12.0,11,5,1,0,189354,1,0,5819,2.71,0
BIZ0611,Electrical Shop,Urban,1.5,135811,0.75,39.6,6.6,1.2,7,7,2,1,192275,1,0,33952,0.47,0
BIZ0612,Bakery,Urban,2.7,294702,0.56,53.9,5.4,33.7,6,4,7,0,415826,1,0,129668,0.27,0
BIZ0613,Stationery Shop,Urban,6.4,122779,0.48,43.1,5.4,27.9,8,3,2,0,258901,1,0,63845,0.34,0
BIZ0614,Tailor,Rural,1.1,139891,0.69,87.5,3.5,39.4,10,4,3,0,240608,0,0,43366,0.46,0
BIZ0615,Stationery Shop,Urban,1.0,269797,0.55,94.0,1.2,8.8,2,7,8,0,121338,1,0,121408,0.08,0
BIZ0616,Bakery,Urban,3.2,269472,0.79,67.6,7.3,50.5,10,4,7,1,101105,0,0,56589,0.15,0
BIZ0617,Stationery Shop,Urban,3.0,47376,0.46,80.9,3.3,8.8,9,6,12,0,377946,1,0,25583,1.23,0
BIZ0618,Tea Stall,Urban,1.3,92924,0.6,38.5,3.3,53.5,0,3,11,0,355884,0,0,37169,0.8,1
BIZ0619,Electrical Shop,Rural,1.4,44332,0.58,72.6,2.4,27.0,0,3,11,1,98301,1,0,18619,0.44,0
BIZ0620,Mobile Repair,Urban,1.3,61737,0.82,79.2,3.1,33.0,11,4,14,0,494448,1,0,11112,3.71,1
BIZ0621,Tailor,Semi-Urban,5.9,104031,0.47,61.7,1.3,53.8,9,2,11,1,443144,1,1,55136,0.67,1
BIZ0622,Medical Store,Rural,4.2,198024,0.4,47.0,8.4,18.0,0,6,9,1,467126,1,1,118814,0.33,0
BIZ0623,Kirana Store,Rural,7.1,298135,0.51,91.4,5.4,10.9,1,2,12,0,39679,0,0,146086,0.02,0
BIZ0624,Mobile Repair,Semi-Urban,14.8,42472,0.77,82.0,7.2,26.7,1,4,4,1,124421,1,0,9768,1.06,0
BIZ0625,Kirana Store,Rural,2.6,74946,0.49,93.0,8.0,14.7,6,2,7,0,59173,1,1,38222,0.13,0
BIZ0626,Electrical Shop,Rural,0.5,278685,0.51,87.3,11.7,31.7,8,3,1,0,332043,1,0,136555,0.2,0
BIZ0627,Tailor,Semi-Urban,0.5,144237,0.46,99.3,1.8,16.5,7,3,11,0,335009,0,0,77887,0.36,0
BIZ0628,Vegetable Vendor,Semi-Urban,1.4,17765,0.72,43.5,5.6,51.9,3,2,11,1,63182,0,0,4974,1.06,1
BIZ0629,Medical Store,Semi-Urban,10.8,175355,0.43,36.1,3.7,36.4,1,3,2,1,64109,1,0,99952,0.05,0
BIZ0630,Tea Stall,Semi-Urban,3.0,116387,0.55,53.6,6.2,0.0,2,1,7,0,160246,1,0,52374,0.25,0
BIZ0631,Vegetable Vendor,Semi-Urban,1.3,266116,0.53,39.0,11.1,48.3,9,3,2,0,435277,0,0,125074,0.29,0
BIZ0632,Electrical Shop,Urban,2.0,163878,0.65,66.6,9.0,19.8,4,4,6,0,132046,1,1,57357,0.19,0
BIZ0633,Mobile Repair,Urban,3.7,280116,0.73,74.3,8.3,19.2,8,5,13,1,247003,1,1,75631,0.27,0
BIZ0634,Tea Stall,Urban,4.2,164328,0.64,70.5,5.9,23.0,7,2,10,1,483965,1,0,59158,0.68,0
BIZ0635,Stationery Shop,Urban,0.7,164725,0.82,48.1,8.4,37.8,11,6,12,1,256042,0,0,29650,0.72,0
BIZ0636,Bakery,Urban,15.1,118579,0.83,93.6,1.4,26.5,2,7,9,1,90524,1,0,20158,0.37,0
BIZ0637,Tea Stall,Urban,3.1,54339,0.56,31.5,7.4,37.7,8,2,11,0,218180,1,0,23909,0.76,1
BIZ0638,Electrical Shop,Semi-Urban,0.6,42909,0.75,54.4,7.1,8.8,9,7,5,0,365956,0,0,10727,2.84,0
BIZ0639,Dairy Shop,Urban,9.0,203644,0.73,80.3,4.8,58.2,2,7,10,0,230693,0,0,54983,0.35,0
BIZ0640,Bakery,Rural,0.5,172541,0.8,83.7,3.2,43.8,9,3,7,1,406086,0,0,34508,0.98,0
BIZ0641,Kirana Store,Urban,9.5,147385,0.6,59.1,9.9,15.0,11,3,13,0,397716,1,0,58954,0.56,0
BIZ0642,Medical Store,Urban,20.0,156002,0.64,31.2,1.6,43.5,7,5,1,0,446697,0,0,56160,0.66,0
BIZ0643,Kirana Store,Semi-Urban,4.8,18285,0.59,73.3,1.8,34.5,0,5,8,1,76938,0,0,7496,0.86,0
BIZ0644,Tea Stall,Semi-Urban,5.9,50863,0.78,34.4,5.8,6.6,3,6,9,1,187348,1,0,11189,1.4,0
BIZ0645,Kirana Store,Urban,1.6,162776,0.5,37.5,3.8,10.7,3,4,13,0,351994,0,0,81388,0.36,0
BIZ0646,Electrical Shop,Rural,11.4,146627,0.51,75.5,9.2,2.5,5,1,5,1,413337,0,0,71847,0.48,0
BIZ0647,Stationery Shop,Rural,3.0,36323,0.57,51.9,8.0,48.6,11,4,6,1,448817,1,1,15618,2.39,1
BIZ0648,Mobile Repair,Urban,5.3,68915,0.5,54.4,9.5,33.1,11,6,13,0,75324,1,0,34457,0.18,0
BIZ0649,Medical Store,Urban,10.3,156691,0.65,64.1,4.6,19.0,1,2,11,0,177336,0,0,54841,0.27,0
BIZ0650,Kirana Store,Rural,14.8,218462,0.46,98.5,9.1,7.6,6,3,8,0,366570,0,0,117969,0.26,0
BIZ0651,Kirana Store,Semi-Urban,7.2,274990,0.54,97.6,10.5,29.0,4,4,4,0,464528,1,0,126495,0.31,0
BIZ0652,Tea Stall,Semi-Urban,1.4,143041,0.81,59.1,4.8,31.5,9,7,2,1,67852,1,0,27177,0.21,1
BIZ0653,Mobile Repair,Rural,13.6,68019,0.58,48.6,4.7,42.1,5,3,10,0,466123,0,0,28567,1.36,0
BIZ0654,Vegetable Vendor,Urban,4.0,222226,0.74,51.2,10.9,58.2,10,3,8,0,142503,0,0,57778,0.21,1
BIZ0655,Kirana Store,Urban,10.7,248169,0.45,48.8,1.5,26.1,5,4,2,0,177130,0,0,136492,0.11,0
BIZ0656,Electrical Shop,Urban,4.5,22373,0.51,67.3,4.9,24.4,11,4,5,0,368801,1,0,10962,2.8,1
BIZ0657,Dairy Shop,Semi-Urban,1.5,181353,0.76,72.5,2.3,22.2,10,7,13,0,390644,1,0,43524,0.75,0
BIZ0658,Medical Store,Semi-Urban,1.8,35187,0.74,64.2,1.3,49.6,5,7,6,1,324496,1,0,9148,2.96,1
BIZ0659,Kirana Store,Semi-Urban,3.2,112927,0.57,58.6,2.2,9.4,9,5,5,0,292165,1,1,48558,0.5,0
BIZ0660,Electrical Shop,Urban,6.2,253185,0.83,44.8,5.7,20.6,11,6,6,1,309758,1,0,43041,0.6,0
BIZ0661,Electrical Shop,Urban,1.5,132996,0.81,63.8,8.6,43.5,7,6,6,1,346275,1,0,25269,1.14,0
BIZ0662,Medical Store,Urban,3.5,54220,0.83,53.9,4.2,0.9,9,7,3,0,199022,0,0,9217,1.8,0
BIZ0663,Vegetable Vendor,Semi-Urban,1.7,22642,0.59,67.9,10.3,17.4,3,1,11,1,135813,1,0,9283,1.22,0
BIZ0664,Electrical Shop,Semi-Urban,6.8,94971,0.49,77.3,5.8,38.5,9,7,11,1,199492,0,0,48435,0.34,0
BIZ0665,Dairy Shop,Urban,2.5,70556,0.68,74.3,11.7,11.2,7,5,3,0,27631,0,0,22577,0.1,0
BIZ0666,Electrical Shop,Rural,0.5,242655,0.71,62.4,11.5,18.2,8,1,9,0,162417,0,0,70369,0.19,0
BIZ0667,Electrical Shop,Urban,0.7,281926,0.46,68.9,9.5,29.2,3,4,3,1,393544,0,0,152240,0.22,0
BIZ0668,Electrical Shop,Rural,0.5,237489,0.75,49.9,11.3,25.3,0,6,3,1,72674,1,0,59372,0.1,0
BIZ0669,Stationery Shop,Urban,2.8,200784,0.41,31.7,8.8,6.4,2,6,11,0,417467,1,1,118462,0.29,0
BIZ0670,Stationery Shop,Semi-Urban,0.5,251836,0.62,73.8,10.9,56.3,0,1,14,0,51844,1,0,95697,0.05,0
BIZ0671,Vegetable Vendor,Urban,0.5,165534,0.55,47.7,3.6,2.7,6,2,2,0,96836,0,0,74490,0.11,0
BIZ0672,Kirana Store,Rural,11.3,214591,0.73,76.8,4.8,45.0,11,5,7,0,391292,1,1,57939,0.56,0
BIZ0673,Electrical Shop,Urban,8.2,201278,0.54,82.3,9.3,4.3,0,5,10,0,292506,0,0,92587,0.26,0
BIZ0674,Mobile Repair,Urban,2.4,112469,0.77,94.1,5.7,28.0,10,5,10,0,295241,1,1,25867,0.95,0
BIZ0675,Kirana Store,Urban,17.0,61950,0.67,97.1,10.2,10.5,3,6,4,0,161671,1,0,20443,0.66,0
BIZ0676,Vegetable Vendor,Urban,0.5,155749,0.76,30.7,10.7,8.5,0,3,1,0,247060,0,0,37379,0.55,0
BIZ0677,Tailor,Urban,3.8,221900,0.85,99.3,4.3,7.6,1,6,6,0,203445,1,1,33285,0.51,0
BIZ0678,Kirana Store,Rural,3.8,161161,0.71,77.8,10.1,27.2,10,3,5,0,29258,0,0,46736,0.05,0
BIZ0679,Kirana Store,Urban,2.4,197225,0.84,75.0,2.7,30.9,0,6,14,0,116066,1,1,31556,0.31,0
BIZ0680,Bakery,Semi-Urban,2.0,37936,0.41,31.1,4.7,8.0,4,4,11,0,209343,1,0,22382,0.78,0
BIZ0681,Tea Stall,Semi-Urban,2.4,245596,0.55,90.3,6.7,58.8,6,6,2,1,359320,1,0,110518,0.27,0
BIZ0682,Bakery,Semi-Urban,2.1,110042,0.45,40.2,3.5,15.5,2,4,6,1,62056,0,0,60523,0.09,0
BIZ0683,Dairy Shop,Urban,5.2,290307,0.52,88.6,7.4,27.5,7,3,1,0,304405,1,0,139347,0.18,0
BIZ0684,Stationery Shop,Urban,0.6,272758,0.78,31.1,7.4,13.0,4,5,3,0,406317,1,0,60006,0.56,0
BIZ0685,Stationery Shop,Semi-Urban,0.9,192129,0.41,75.2,3.3,29.6,4,3,4,0,76696,0,0,113356,0.06,0
BIZ0686,Tea Stall,Rural,0.8,158609,0.63,60.4,9.8,45.4,4,1,13,0,193899,1,0,58685,0.28,0
BIZ0687,Medical Store,Urban,1.2,37419,0.66,44.1,7.9,31.3,7,5,3,0,302285,0,0,12722,1.98,0
BIZ0688,Medical Store,Urban,3.0,221063,0.65,37.5,4.5,17.1,1,6,13,0,444968,0,0,77372,0.48,0
BIZ0689,Vegetable Vendor,Urban,0.5,136211,0.61,60.8,3.6,14.9,1,6,6,1,114084,0,0,53122,0.18,0
BIZ0690,Tea Stall,Rural,8.1,220671,0.76,38.6,10.7,45.5,11,6,11,0,125904,1,0,52961,0.2,0
BIZ0691,Kirana Store,Urban,1.4,15834,0.46,64.1,10.2,7.1,7,6,4,0,499654,0,0,8550,4.87,1
BIZ0692,Medical Store,Urban,0.7,239006,0.54,73.8,3.5,22.2,8,6,14,1,118219,1,0,109942,0.09,0
BIZ0693,Electrical Shop,Rural,4.5,269870,0.68,87.9,1.4,9.1,10,3,1,1,77680,0,0,86358,0.07,0
BIZ0694,Mobile Repair,Urban,0.5,267358,0.71,77.5,9.8,15.5,11,7,5,0,43792,0,0,77533,0.05,0
BIZ0695,Kirana Store,Urban,3.9,17413,0.58,34.6,7.8,9.2,9,4,5,0,455844,0,0,7313,5.19,1
BIZ0696,Dairy Shop,Semi-Urban,4.8,24505,0.79,51.5,2.1,53.2,9,7,9,0,395613,1,1,5146,6.41,1
BIZ0697,Electrical Shop,Rural,1.0,266753,0.59,50.2,7.5,43.9,1,3,8,0,340244,0,0,109368,0.26,0
BIZ0698,Electrical Shop,Urban,0.5,148177,0.58,94.1,6.0,33.7,3,2,8,0,149118,0,0,62234,0.2,0
BIZ0699,Tea Stall,Urban,1.8,214176,0.42,90.7,9.5,13.5,7,7,5,0,223942,1,0,124222,0.15,0
